# 
# 07/24/2024 13:00:25
# The parameters defined in the project are:
# ,P1 - C1 [degree],P2 - C2 [degree],P3 - C3 [degree],P4 - C4 [degree],P5 - W1 [degree],P6 - W2 [degree],P13 - velocity [m s^-1],P7 - fx-op [N],P8 - fy-op [N],P9 - fz-op [N],P10 - tx-op [J],P11 - ty-op [J],P12 - tz-op [J]
# 
# The following header line defines the name of the columns by reference to the parameters.
Name,P1,P2,P3,P4,P5,P6,P13,P7,P8,P9,P10,P11,P12
DP 176,13.4797692983728,0.00359258850748034,0.1,0.1,0.1,0.1,102,1.822092,1.3958768,34.961571,-0.83212956,-4.5270124,0.098637645
DP 177,2.74957566609839,1.86734090960341,0.1,0.1,0.1,0.1,102,3.0300789,-2.0484386,33.523712,0.63816703,0.91371264,0.049344857
DP 178,6.8883924972074,-5.49709877544943,0.1,0.1,0.1,0.1,102,2.517227,-2.0424044,33.880898,0.70563079,-4.8236936,0.024827854
DP 179,-0.280925904610822,-3.22731988728216,0.1,0.1,0.1,0.1,102,3.4483553,-1.9227711,33.510899,0.59491716,0.11655644,-0.0072433518
DP 180,-8.35494545729858,8.6817671377887,0.1,0.1,0.1,0.1,102,0.51455648,-1.1290224,34.729801,0.15835767,7.9305128,-0.005481759
DP 181,8.42460814679389,2.21748099884895,0.1,0.1,0.1,0.1,102,2.4666073,-0.72024017,33.818692,0.17953206,-1.7244018,0.082926799
DP 182,-3.14577538078058,-1.17681180613869,0.1,0.1,0.1,0.1,102,1.365899,-1.5307312,33.345325,0.55149809,1.3636243,-0.015210174
DP 183,-6.94665224740929,3.78388887617284,0.1,0.1,0.1,0.1,102,0.57827582,0.45235852,34.000789,-0.48594661,5.2403371,-0.017384977
DP 184,9.60419078464278,-8.57220014997219,0.1,0.1,0.1,0.1,102,3.2692012,-0.42381496,34.559925,-0.056066525,-6.2360071,0.029019738
DP 185,4.38926163326709,-6.76665166554174,0.1,0.1,0.1,0.1,102,4.2791572,-3.1846226,33.953648,1.0770194,-3.1225993,0.014387846
DP 186,-3.11408166072023,2.85623782984012,0.1,0.1,0.1,0.1,102,1.6203276,-0.89882085,33.692415,0.16482447,3.8569463,0.0071420667
DP 187,-8.36847680868084,10.0243887116727,0.1,0.1,0.1,0.1,102,1.0469129,-1.8286353,35.185322,0.44085967,8.3112942,0.010315675
DP 188,7.67502477306409,0.169127888276609,0.1,0.1,0.1,0.1,102,3.133828,-1.2991527,33.576218,0.4602533,-2.0882785,0.065339038
DP 189,-0.252483809409533,-19.3112025580943,0.1,0.1,0.1,0.1,102,2.7882812,-4.1931021,36.598027,1.5170573,-5.6725863,-0.067767995
DP 190,-9.27703272088326,-18.4941018701459,0.1,0.1,0.1,0.1,102,2.1496652,-4.0579159,36.618788,1.5087338,-1.9130399,-0.091476733
DP 191,4.9050641533786,11.2793948398658,0.1,0.1,0.1,0.1,102,1.4397166,-2.2042133,34.379868,0.47490823,3.3203702,0.11775341
DP 192,-2.9430549172145,-1.49198132317928,0.1,0.1,0.1,0.1,102,1.3975981,0.018935575,33.609379,-0.33534671,1.3118153,-0.024730435
DP 193,-13.4479111480797,-7.66671566205117,0.1,0.1,0.1,0.1,102,2.5694383,-1.0662948,35.473246,0.47068928,3.3456185,-0.11886988
DP 194,-7.81880951757859,-1.30440591298605,0.1,0.1,0.1,0.1,102,1.1006231,-1.8358098,33.752045,0.73742594,3.3363216,-0.051270835
DP 195,-2.17921960126798,-6.60334422154951,0.1,0.1,0.1,0.1,102,1.0876747,-0.93294747,33.535717,-0.078837199,-1.6933089,-0.045939065
DP 196,11.5276723169304,4.3180973569602,0.1,0.1,0.1,0.1,102,2.6387425,-0.814101,34.21067,0.42613973,-1.547553,0.120526
DP 197,-5.91950494375095,2.84327282119665,0.1,0.1,0.1,0.1,102,0.81096319,-1.6365446,33.603915,0.47929663,4.4019952,-0.016378747
DP 198,-4.63310054393753,-5.94219795545247,0.1,0.1,0.1,0.1,102,0.75140253,-1.9239075,33.598681,0.71184197,-0.38167409,-0.05053309
DP 199,0.1,0.1,0.1,0.1,0.1,0.1,102,1.4123004,0.53382723,33.482857,-0.82700817,0.49105988,0.01436773
DP 200,0.1,0.1,0.1,0.1,3.19883445278279,1.27613197110834,102,44.241006,-18.397062,36.71263,6.0058797,14.63675,0.076497725
DP 201,0.1,0.1,0.1,0.1,-2.64080381089735,-7.43767144550365,102,-34.364286,103.02667,48.190919,-34.575711,-10.585896,-0.011706781
DP 202,0.1,0.1,0.1,0.1,4.19628632672815,0.136030582649564,102,58.709325,-2.251446,38.495032,0.67040053,19.574104,0.012936422
DP 203,0.1,0.1,0.1,0.1,-0.694493838572077,3.03063186032133,102,-9.1658894,-43.10633,36.50393,14.416776,-2.6968282,0.06168412
DP 204,0.1,0.1,0.1,0.1,0.189697740371708,-1.9982669166273,102,1.7949389,28.641495,34.676727,-9.4068067,0.45722,-0.026862145
DP 205,0.1,0.1,0.1,0.1,1.07335217390263,-4.82847480161197,102,14.074086,68.592593,40.007128,-23.224383,4.2963406,-0.098064957
DP 206,0.1,0.1,0.1,0.1,-1.68936656170786,-5.59285228456491,102,-22.158509,79.015449,42.504711,-26.786165,-7.0756811,-0.067468339
DP 207,0.1,0.1,0.1,0.1,2.96865739640505,5.54562989650856,102,40.482235,-78.145656,43.676803,26.38997,13.145075,0.10461081
DP 208,0.1,0.1,0.1,0.1,2.73333658594124,-0.47878138035202,102,38.415872,7.115771,35.543494,-2.4330678,12.71115,-0.025511878
DP 209,0.1,0.1,0.1,0.1,-1.86701262978,6.96913912711297,102,-24.61355,-97.094638,46.37671,32.830919,-7.7147429,0.10461901
DP 210,0.1,0.1,0.1,0.1,-3.60368792952983,5.62670011895127,102,-48.619372,-76.529432,44.577455,25.638822,-15.964002,0.16835082
DP 211,0.1,0.1,0.1,0.1,3.97974597663533,1.97623434286172,102,55.688344,-27.370221,38.999823,8.7614473,18.353991,0.034729304
DP 212,0.1,0.1,0.1,0.1,-3.9469798723178,3.74067549903351,102,-54.011307,-50.698242,41.238003,16.847878,-18.1113,0.1158048
DP 213,0.1,0.1,0.1,0.1,-3.63311027068888,4.78407560766727,102,-49.514544,-65.211035,42.918801,21.900477,-16.235718,0.10389583
DP 214,0.1,0.1,0.1,0.1,1.22269528193415,-5.45335421352911,102,16.844336,76.20975,41.517232,-25.603255,5.4158289,-0.087540524
DP 215,0.1,0.1,0.1,0.1,7.92044384781506,-0.605127140964777,102,108.32024,7.4159008,48.586084,-2.1915248,36.595742,-0.0094658995
DP 216,0.1,0.1,0.1,0.1,-9.25355692537573,8.53297759593917,102,-113.65837,-104.41018,67.023032,33.653339,-36.731002,0.08824245
DP 217,0.1,0.1,0.1,0.1,1.12981319012715,-1.16212823929286,102,16.261321,16.897794,34.136316,-5.5192925,5.419859,-0.034819181
DP 218,0.1,0.1,0.1,0.1,-0.0230235531621741,0.172547971795073,102,-0.28798956,-2.5172355,33.235938,0.77808327,0.02365507,0.014955366
DP 219,0.1,0.1,0.1,0.1,-0.779218035766409,-6.08427785287981,102,-11.058676,85.363631,43.356986,-29.03188,-3.6182235,-0.1391736
DP 220,0.1,0.1,0.1,0.1,1.88479155168424,-7.96160382421319,102,24.135759,109.88075,49.423506,-37.015361,7.5502581,-0.18438943
DP 221,0.1,0.1,0.1,0.1,-6.61920805051611,2.59383888870672,102,-90.00538,-34.474478,45.603665,11.074363,-29.99347,0.0040629414
DP 222,0.1,0.1,0.1,0.1,3.83161382634895,-4.78293496429613,102,52.147572,65.634174,42.936566,-22.037949,17.268773,-0.10801306
DP 223,0.1,0.1,0.1,0.1,2.98405467925519,-5.01043733250392,102,40.647827,68.759022,42.253682,-23.086946,13.256008,-0.081609752
DP 224,0.1,0.1,0.1,0.1,-5.31150636735012,-4.10476993759134,102,-71.792555,56.03291,44.840631,-18.669531,-23.712254,0.036309719
DP 225,0.1,0.1,0.1,0.1,1.91306858442706,1.41458379270808,102,27.547994,-19.974946,35.35652,6.4841383,9.2756662,0.037829376
DP 226,0.1,0.1,0.1,0.1,1.08104708661335,2.42135912301461,102,14.650646,-34.38632,35.355307,11.151161,4.7479019,0.10580844
DP 227,0.1,0.1,0.1,0.1,2.77327707917634,8.78142582831999,102,35.148238,-118.45062,52.823852,39.732263,11.101308,0.22551655
DP 228,0.1,0.1,0.1,0.1,0.800475051495253,-0.63488245758789,102,10.723605,9.7906295,33.846715,-3.3698923,3.4957422,-0.010674817
DP 229,0.1,0.1,0.1,0.1,0.576778602377374,-2.6731611871066,102,7.6581774,38.722403,36.100214,-13.055333,2.3691686,-0.060191152
DP 230,0.1,0.1,0.1,0.1,-4.64087311366178,8.57103060178162,102,-58.894623,-113.82653,55.234168,38.52988,-18.845608,-0.034948413
DP 231,0.1,0.1,0.1,0.1,-0.195727407393949,7.06824166568956,102,-2.8659835,-98.61722,46.167175,33.100998,-0.8547729,0.11298123
DP 232,0.1,0.1,0.1,0.1,-5.41571092978636,-6.83206212517229,102,-71.663876,92.168219,51.407303,-30.613064,-23.557684,-0.076350568
DP 233,0.1,0.1,0.1,0.1,2.55251389507775,0.0705507590157559,102,36.367682,-1.8170063,35.630498,0.6072163,12.130841,0.027853778
DP 234,0.1,0.1,0.1,0.1,-0.767296081866046,-2.11982064398041,102,-11.569789,31.173673,35.521783,-10.43017,-3.8062286,-0.068944559
DP 235,0.1,0.1,0.1,0.1,0.391723170884994,-6.19046266025062,102,5.7627735,86.342341,43.036448,-29.049576,1.8496301,-0.089777949
DP 236,0.1,0.1,0.1,0.1,-4.43980527892637,5.20328330400091,102,-60.073441,-70.636369,45.433541,23.711661,-20.038095,0.12714456
DP 237,0.1,0.1,0.1,0.1,-3.15707381485113,6.55449949500866,102,-41.543855,-90.369451,46.469405,30.359857,-13.217819,0.048598964
DP 238,0.1,0.1,0.1,0.1,6.91727457295768,-1.78556227638544,102,95.393757,23.164539,46.060491,-7.2356304,31.91362,-0.051940245
DP 239,0.1,0.1,0.1,0.1,2.822577048332,1.73319169004893,102,39.4486,-24.514298,36.732428,7.9912423,12.968021,0.033594845
DP 240,0.1,0.1,0.1,0.1,2.45987159416564,-1.67473689928028,102,34.553407,24.39677,36.468279,-8.1491844,11.230533,-0.077828338
DP 241,0.1,0.1,0.1,0.1,1.12973958234786,1.28546427835061,102,16.58745,-19.078466,34.460861,6.368202,5.7442778,0.062050665
DP 242,0.1,0.1,0.1,0.1,5.92726507327719,1.91911020194623,102,81.955538,-26.181786,43.031338,8.3450808,27.497514,0.075556818
DP 243,0.1,0.1,0.1,0.1,-5.25980455438569,-4.21320895564492,102,-71.769471,57.55785,45.111544,-19.098205,-23.768803,-0.070376455
DP 244,0.1,0.1,0.1,0.1,5.78412387330159,-3.17934608272581,102,79.815016,42.325093,44.462433,-13.797193,26.829336,-0.036862228
DP 245,0.1,0.1,0.1,0.1,-6.41744862067334,-4.15336966606515,102,-87.631041,55.667586,47.851861,-18.536069,-29.186255,-0.080345007
DP 246,0.1,0.1,0.1,0.1,-1.68642047477213,0.77692828106275,102,-23.847316,-12.025445,34.809773,4.2499973,-7.6485885,0.0024862724
DP 247,0.1,0.1,0.1,0.1,-6.7857858258125,-0.95098246766775,102,-92.926064,13.915603,45.024625,-4.5069949,-30.930582,0.15676248
DP 248,0.1,0.1,0.1,0.1,-0.250108487368811,-0.457608463825958,102,-4.5034546,7.3569369,33.638813,-2.5005605,-1.5826745,-0.010276532
DP 249,0.1,0.1,0.1,0.1,4.44409974491214,1.40553127672995,102,61.747101,-19.789983,39.165909,6.4696125,20.753894,0.036387607
DP 250,0.1,0.1,0.1,0.1,8.61125582994102,2.0471639189553,102,115.62763,-26.010533,51.179097,8.0465403,38.848932,0.037336685
DP 251,0.1,0.1,0.1,0.1,-0.749356368778699,-5.09054410788646,102,-10.400608,71.659949,40.765203,-24.062403,-3.3462363,-0.10779855
DP 252,0.1,0.1,0.1,0.1,5.13653036690192,-5.56439569583409,102,68.429418,76.305123,47.757667,-25.42838,22.660035,-0.16789
DP 253,0.1,0.1,0.1,0.1,-2.08081365949456,3.32062849825546,102,-28.998594,-46.431603,37.751855,15.439933,-9.3035155,0.1281596
DP 254,0.1,0.1,0.1,0.1,-0.494257927452814,3.54936165889204,102,-6.4233997,-50.729113,36.83488,17.12331,-1.9702901,0.084295991
DP 255,0.1,0.1,0.1,0.1,4.764619816434,5.82317709809184,102,63.640506,-79.802378,47.668525,26.987155,21.244652,0.13626273
DP 256,0.1,0.1,0.1,0.1,-0.471103360218235,-0.352138304139686,102,-4.5275852,5.2245633,33.467123,-1.7557614,-0.87602803,-0.014144461
DP 257,0.1,0.1,0.1,0.1,0.465238517573315,-0.638608418497007,102,4.667189,7.9293698,33.754652,-2.5448595,1.0689763,-0.0054651093
DP 258,0.1,0.1,0.1,0.1,-2.30027400548268,-3.68661746692233,102,-31.255631,51.820438,38.721028,-17.513471,-10.185673,-0.060296275
DP 259,0.1,0.1,0.1,0.1,-2.47611298480504,3.4431654998375,102,-33.772857,-48.568786,38.822368,16.488051,-10.95051,0.045717116
DP 260,0.1,0.1,0.1,0.1,1.85096028776445,2.21565589847461,102,26.390775,-31.555865,36.084654,10.342689,8.861839,0.070238814
DP 261,0.1,0.1,0.1,0.1,4.31494103004108,-1.63821811233836,102,59.729018,22.618261,39.430301,-7.5054715,20.059734,-0.067625489
DP 262,0.1,0.1,0.1,0.1,-4.86904205937715,-0.518061741531547,102,-68.04501,7.6858565,40.284685,-2.6713784,-22.735625,0.029683655
DP 263,0.1,0.1,0.1,0.1,2.01457562452919,-1.91086502929144,102,27.584909,27.294996,35.77693,-9.0635897,8.9222029,-0.068387974
DP 264,0.1,0.1,0.1,0.1,-3.08052108954755,0.0717555826478975,102,-43.149149,-1.8191357,36.451908,0.81594454,-14.231841,-0.039256245
DP 265,0.1,0.1,0.1,0.1,1.93097336589561,-0.634159106197561,102,27.366864,9.1576291,34.685251,-3.0735512,8.876674,-0.033234656
DP 266,0.1,0.1,0.1,0.1,2.45548550497012,-9.30903477094485,102,30.555975,125.83842,54.651309,-43.007645,8.9377734,-0.30250329
DP 267,0.1,0.1,0.1,0.1,0.178987610262658,-1.14553791478245,102,1.3308655,16.515215,33.822924,-5.3724665,0.39192188,-0.035249204
DP 268,0.1,0.1,0.1,0.1,1.15346574070225,0.041782693793941,102,17.015023,-0.25833435,34.041499,0.0098669276,5.790616,-0.003135022
DP 269,0.1,0.1,0.1,0.1,0.544098024673254,7.68648919449574,102,6.9896599,-107.40551,48.22178,36.38731,2.259738,0.13285881
DP 270,0.1,0.1,0.1,0.1,1.94090633286131,5.58729904150533,102,26.690111,-77.306338,42.655346,26.258357,8.7652654,0.06860153
DP 271,0.1,0.1,0.1,0.1,-6.01660310593011,-3.58135332992318,102,-82.091367,48.874435,45.458928,-16.123455,-27.244465,0.057937965
DP 272,0.1,0.1,0.1,0.1,2.90296193057808,-8.19468045000131,102,36.323601,110.76815,51.017126,-37.416968,11.193946,-0.19685435
DP 273,0.1,0.1,0.1,0.1,-8.78384479918812,-2.4970870848916,102,-119.01367,32.586611,52.930335,-10.281223,-39.908464,0.0043247183
DP 274,0.1,0.1,0.1,0.1,2.45748952464302,5.28009209347162,102,32.961022,-74.567189,42.464297,25.172209,10.567958,0.16652919
DP 275,0.1,0.1,0.1,0.1,-8.25744120627102,5.69350909381401,102,-108.37109,-72.460042,56.060444,23.688021,-35.963947,0.14223733
DP 276,0.1,0.1,0.1,0.1,-2.1275020296072,-8.11401631592395,102,-26.593059,112.13105,50.297381,-38.366419,-7.9044301,0.099627084
DP 277,0.1,0.1,0.1,0.1,-3.85585890283433,-3.79548761891608,102,-53.374277,52.512122,41.047257,-17.378019,-17.449524,-0.05302144
DP 278,0.1,0.1,0.1,0.1,-1.20832929213229,-2.46561612813227,102,-17.72497,35.447317,35.889749,-11.903993,-6.0160829,-0.096100225
DP 279,0.1,0.1,0.1,0.1,2.51383444992544,1.80571633581768,102,35.050242,-25.805507,36.15272,8.2873977,11.572361,0.070323241
DP 280,5.5,-5.5,0.1,0.1,3.19883445278279,1.27613197110834,102,46.330246,-18.745206,37.436436,6.3654528,10.87062,0.077127169
DP 281,5.5,-5.5,0.1,0.1,-2.64080381089735,-7.43767144550365,102,-28.312952,104.50803,48.932319,-35.473633,-12.811505,0.091952133
DP 282,5.5,-5.5,0.1,0.1,4.19628632672815,0.136030582649564,102,61.193574,-3.1414265,39.246818,1.1392218,16.59965,0.057907013
DP 283,5.5,-5.5,0.1,0.1,-0.694493838572077,3.03063186032133,102,-6.8678987,-43.618196,36.924541,14.75652,-7.0235852,0.066593013
DP 284,5.5,-5.5,0.1,0.1,0.189697740371708,-1.9982669166273,102,5.2821604,28.981656,35.239417,-9.6279502,-2.784117,-0.015795619
DP 285,5.5,-5.5,0.1,0.1,1.07335217390263,-4.82847480161197,102,17.469009,67.942414,40.325587,-22.587849,1.4593158,-0.080430106
DP 286,5.5,-5.5,0.1,0.1,-1.68936656170786,-5.59285228456491,102,-18.582798,78.871274,43.038709,-26.871776,-10.632552,-0.10517292
DP 287,5.5,-5.5,0.1,0.1,2.96865739640505,5.54562989650856,102,43.673089,-76.75417,43.910804,25.566341,10.489048,0.12747925
DP 288,5.5,-5.5,0.1,0.1,2.73333658594124,-0.47878138035202,102,40.345286,7.0739768,36.305286,-2.2839084,9.0499814,-0.012276734
DP 289,5.5,-5.5,0.1,0.1,-1.86701262978,6.96913912711297,102,-19.273433,-97.304025,46.497552,33.008781,-10.291488,0.050899033
DP 290,5.5,-5.5,0.1,0.1,-3.60368792952983,5.62670011895127,102,-43.354603,-78.013914,44.946281,26.281098,-18.393127,0.12369604
DP 291,5.5,-5.5,0.1,0.1,3.97974597663533,1.97623434286172,102,57.330578,-28.356933,39.419045,9.3544802,14.921437,0.096916521
DP 292,5.5,-5.5,0.1,0.1,-3.9469798723178,3.74067549903351,102,-48.586129,-52.23368,41.276658,17.58749,-20.406706,0.011252656
DP 293,5.5,-5.5,0.1,0.1,-3.63311027068888,4.78407560766727,102,-44.164888,-66.451391,42.937116,22.389797,-18.769955,0.104162
DP 294,5.5,-5.5,0.1,0.1,1.22269528193415,-5.45335421352911,102,20.418574,76.377419,42.62236,-25.961418,2.5807663,-0.033124774
DP 295,5.5,-5.5,0.1,0.1,7.92044384781506,-0.605127140964777,102,111.55001,8.2107372,50.800688,-2.4666752,34.899252,-0.062491697
DP 296,5.5,-5.5,0.1,0.1,-9.25355692537573,8.53297759593917,102,-107.08079,-107.08408,66.045451,34.824318,-36.944746,-0.18445649
DP 297,5.5,-5.5,0.1,0.1,1.12981319012715,-1.16212823929286,102,16.554664,17.29822,34.743781,-5.8606168,0.62762636,-0.046546346
DP 298,5.5,-5.5,0.1,0.1,-0.0230235531621741,0.172547971795073,102,1.2925416,-2.5944088,33.604106,0.69828352,-4.5056477,0.012659272
DP 299,5.5,-5.5,0.1,0.1,-0.779218035766409,-6.08427785287981,102,-6.0634806,85.208018,43.634621,-28.525224,-6.3864938,-0.13231272
DP 300,5.5,-5.5,0.1,0.1,1.88479155168424,-7.96160382421319,102,28.070909,107.98153,49.513789,-36.197179,4.6018046,-0.22136876
DP 301,5.5,-5.5,0.1,0.1,-6.61920805051611,2.59383888870672,102,-85.893461,-35.191523,45.36414,11.542534,-32.340589,0.037198474
DP 302,5.5,-5.5,0.1,0.1,3.83161382634895,-4.78293496429613,102,55.195811,65.168239,43.791302,-21.592264,14.254565,-0.12530313
DP 303,5.5,-5.5,0.1,0.1,2.98405467925519,-5.01043733250392,102,43.937029,68.386984,42.83735,-23.060184,10.639121,-0.055210518
DP 304,5.5,-5.5,0.1,0.1,-5.31150636735012,-4.10476993759134,102,-67.385768,56.734294,44.874511,-18.941734,-26.368677,0.0039791786
DP 305,5.5,-5.5,0.1,0.1,1.91306858442706,1.41458379270808,102,29.196994,-20.364107,36.021975,6.6539042,5.0952774,0.049738576
DP 306,5.5,-5.5,0.1,0.1,1.08104708661335,2.42135912301461,102,14.951569,-34.300282,36.043701,11.296074,0.1444756,0.10643293
DP 307,5.5,-5.5,0.1,0.1,2.77327707917634,8.78142582831999,102,40.759334,-117.29692,52.9761,39.478599,9.3337597,0.08813863
DP 308,5.5,-5.5,0.1,0.1,0.800475051495253,-0.63488245758789,102,12.191156,9.7572591,34.401327,-3.4852623,-0.92330919,-0.01977141
DP 309,5.5,-5.5,0.1,0.1,0.576778602377374,-2.6731611871066,102,9.7041022,38.04673,36.337976,-12.709084,-1.6403309,-0.086008637
DP 310,5.5,-5.5,0.1,0.1,-4.64087311366178,8.57103060178162,102,-51.485199,-115.15997,55.026355,39.233335,-19.712405,-0.25587546
DP 311,5.5,-5.5,0.1,0.1,-0.195727407393949,7.06824166568956,102,2.030517,-99.033449,46.706494,33.400644,-3.4806402,0.038229737
DP 312,5.5,-5.5,0.1,0.1,-5.41571092978636,-6.83206212517229,102,-65.900508,93.363497,51.180691,-31.413289,-25.335677,-0.014859216
DP 313,5.5,-5.5,0.1,0.1,2.55251389507775,0.0705507590157559,102,37.54538,-0.64215758,35.692198,0.14386105,8.1187971,-0.013936596
DP 314,5.5,-5.5,0.1,0.1,-0.767296081866046,-2.11982064398041,102,-8.3108132,31.218583,35.909072,-10.488964,-7.7672617,-0.054981718
DP 315,5.5,-5.5,0.1,0.1,0.391723170884994,-6.19046266025062,102,8.405722,86.760454,43.80465,-29.489423,-1.5921756,-0.16007278
DP 316,5.5,-5.5,0.1,0.1,-4.43980527892637,5.20328330400091,102,-55.042168,-72.338043,45.432353,24.41615,-22.23113,0.079751553
DP 317,5.5,-5.5,0.1,0.1,-3.15707381485113,6.55449949500866,102,-34.93893,-90.106308,46.169124,30.417625,-15.297001,0.093317225
DP 318,5.5,-5.5,0.1,0.1,6.91727457295768,-1.78556227638544,102,96.985794,23.317379,47.608795,-7.2978157,30.340434,-0.097496181
DP 319,5.5,-5.5,0.1,0.1,2.822577048332,1.73319169004893,102,40.792462,-25.215033,37.180556,8.5039191,8.9908703,0.084052105
DP 320,5.5,-5.5,0.1,0.1,2.45987159416564,-1.67473689928028,102,35.738273,24.684156,36.688438,-8.1489375,7.2507864,-0.088848843
DP 321,5.5,-5.5,0.1,0.1,1.12973958234786,1.28546427835061,102,17.153801,-17.368762,34.086664,5.4743417,1.1477723,0.037097582
DP 322,5.5,-5.5,0.1,0.1,5.92726507327719,1.91911020194623,102,84.556435,-26.520162,44.454895,8.6546718,25.160199,0.12285733
DP 323,5.5,-5.5,0.1,0.1,-5.25980455438569,-4.21320895564492,102,-67.013181,58.404013,44.65158,-19.482964,-26.025973,-0.055195612
DP 324,5.5,-5.5,0.1,0.1,5.78412387330159,-3.17934608272581,102,82.286404,42.92163,46.129046,-14.371501,24.743001,-0.12082654
DP 325,5.5,-5.5,0.1,0.1,-6.41744862067334,-4.15336966606515,102,-81.795571,56.623353,47.080196,-18.966149,-30.819967,-0.0021634385
DP 326,5.5,-5.5,0.1,0.1,-1.68642047477213,0.77692828106275,102,-21.687401,-10.998514,35.336308,3.6650609,-12.383493,0.044036658
DP 327,5.5,-5.5,0.1,0.1,-6.7857858258125,-0.95098246766775,102,-88.472709,12.934159,44.326299,-4.1067427,-33.193512,0.03087909
DP 328,5.5,-5.5,0.1,0.1,-0.250108487368811,-0.457608463825958,102,-2.7096912,7.9097387,34.271543,-3.0170248,-5.9444241,0.0004372242
DP 329,5.5,-5.5,0.1,0.1,4.44409974491214,1.40553127672995,102,64.41733,-19.877034,40.200291,6.3673108,17.791294,0.070403813
DP 330,5.5,-5.5,0.1,0.1,8.61125582994102,2.0471639189553,102,120.04497,-25.012024,53.955534,7.5525943,37.692504,-0.079057451
DP 331,5.5,-5.5,0.1,0.1,-0.749356368778699,-5.09054410788646,102,-7.0213664,71.824722,41.046067,-24.255378,-6.7565215,-0.11036339
DP 332,5.5,-5.5,0.1,0.1,5.13653036690192,-5.56439569583409,102,72.30075,75.251734,48.825809,-25.168822,20.575635,-0.16646787
DP 333,5.5,-5.5,0.1,0.1,-2.08081365949456,3.32062849825546,102,-25.277079,-47.079157,38.082484,15.781108,-12.890209,0.12350129
DP 334,5.5,-5.5,0.1,0.1,-0.494257927452814,3.54936165889204,102,-3.4850558,-50.863694,37.767338,17.119561,-5.6252883,0.06810975
DP 335,5.5,-5.5,0.1,0.1,4.764619816434,5.82317709809184,102,66.933885,-79.31346,48.002394,26.846416,18.581135,0.17456996
DP 336,5.5,-5.5,0.1,0.1,-0.471103360218235,-0.352138304139686,102,-5.323048,5.8980836,34.039889,-2.0414644,-6.8017397,-0.028686453
DP 337,5.5,-5.5,0.1,0.1,0.465238517573315,-0.638608418497007,102,8.7935245,9.4043011,34.185383,-3.1622135,-1.5775192,-0.0041457196
DP 338,5.5,-5.5,0.1,0.1,-2.30027400548268,-3.68661746692233,102,-27.109677,52.913952,39.192125,-17.856904,-13.669664,-0.044945563
DP 339,5.5,-5.5,0.1,0.1,-2.47611298480504,3.4431654998375,102,-29.604439,-48.718553,38.67247,16.514641,-14.250684,0.049997897
DP 340,5.5,-5.5,0.1,0.1,1.85096028776445,2.21565589847461,102,27.550248,-31.476735,36.165467,10.101376,4.5294232,0.098474925
DP 341,5.5,-5.5,0.1,0.1,4.31494103004108,-1.63821811233836,102,62.01051,23.005936,39.917072,-7.406621,16.709296,-0.12785008
DP 342,5.5,-5.5,0.1,0.1,-4.86904205937715,-0.518061741531547,102,-63.763876,7.7198365,40.032991,-2.5836926,-25.594649,0.031288244
DP 343,5.5,-5.5,0.1,0.1,2.01457562452919,-1.91086502929144,102,30.670059,26.248825,36.328387,-8.4931646,5.6583922,-0.050934066
DP 344,5.5,-5.5,0.1,0.1,-3.08052108954755,0.0717555826478975,102,-39.651663,-0.84606544,36.421071,0.17434045,-17.818049,-0.016867644
DP 345,5.5,-5.5,0.1,0.1,1.93097336589561,-0.634159106197561,102,28.965591,7.6233048,34.967325,-2.2956974,4.929421,-0.0099297296
DP 346,5.5,-5.5,0.1,0.1,2.45548550497012,-9.30903477094485,102,37.192147,124.25541,55.401549,-42.536724,7.8673249,-0.093069181
DP 347,5.5,-5.5,0.1,0.1,0.178987610262658,-1.14553791478245,102,3.3202314,16.416008,34.187015,-5.4665671,-3.836765,-0.031329857
DP 348,5.5,-5.5,0.1,0.1,1.15346574070225,0.041782693793941,102,17.997897,-1.3880814,34.235482,0.6995796,1.343416,0.025208565
DP 349,5.5,-5.5,0.1,0.1,0.544098024673254,7.68648919449574,102,11.726219,-106.6738,48.64232,36.017517,-0.37959509,0.06436728
DP 350,5.5,-5.5,0.1,0.1,1.94090633286131,5.58729904150533,102,29.015301,-77.977982,43.211762,26.624366,5.041987,0.14343719
DP 351,5.5,-5.5,0.1,0.1,-6.01660310593011,-3.58135332992318,102,-76.379206,49.327194,45.176094,-16.443428,-29.142507,0.089412093
DP 352,5.5,-5.5,0.1,0.1,2.90296193057808,-8.19468045000131,102,41.195276,109.91458,51.398298,-36.945979,9.1021531,-0.056042009
DP 353,5.5,-5.5,0.1,0.1,-8.78384479918812,-2.4970870848916,102,-112.40475,33.403446,51.324229,-10.684001,-40.881491,0.12425769
DP 354,5.5,-5.5,0.1,0.1,2.45748952464302,5.28009209347162,102,36.30378,-73.947704,42.895274,24.698631,7.5437514,0.12513334
DP 355,5.5,-5.5,0.1,0.1,-8.25744120627102,5.69350909381401,102,-102.34732,-73.728832,55.367025,24.28934,-37.124973,0.077442387
DP 356,5.5,-5.5,0.1,0.1,-2.1275020296072,-8.11401631592395,102,-21.288758,110.49817,49.895867,-37.279898,-10.665494,-0.021143048
DP 357,5.5,-5.5,0.1,0.1,-3.85585890283433,-3.79548761891608,102,-48.690186,52.507526,41.252547,-17.574499,-20.496201,-0.086684123
